aging_risk,demand_forecast,inventory_aging_risk,material_id,replenishment_quantity,plant,safe_stock,closing_stock,stock_replenishment_prediction
No Risk,86.0,False,10-0001926,49.37075750160285,Hyderabad East,9.370757501602853,46.0,True
No Risk,0.0,False,10-0001927,0.0,Hyderabad East,0.0,5.0,False
No Risk,16.0,False,10-0001930,0.0,Hyderabad East,4.67512443273315,52.0,False
No Risk,71.8,False,10-0001931,7.711410144821684,Hyderabad East,8.91141014482168,73.0,True
No Risk,49.0,False,10-0001932,34.56766115728598,Hyderabad East,6.5676611572859835,21.0,True
No Risk,126.0,False,10-0001936,120.49487412463458,Hyderabad East,20.494874124634563,26.0,True
No Risk,0.0,False,10-0001937,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0001938,0.0,Hyderabad East,0.0,0.0,False
No Risk,51.0,False,10-0001942,37.90039244896224,Hyderabad East,4.900392448962242,18.0,True
No Risk,185.0,False,10-0001946,96.18719112510624,Hyderabad East,9.187191125106237,98.0,True
No Risk,108.0,False,10-0001947,67.83969805540013,Hyderabad East,12.839698055400142,53.0,True
No Risk,140.0,False,10-0001949,76.61848373293134,Hyderabad East,6.6184837329313515,70.0,True
No Risk,403.0,False,10-0001950,274.3062169935731,Hyderabad East,30.30621699357309,159.0,True
No Risk,66.0,False,10-0001951,2.8756431144040846,Hyderabad East,9.875643114404088,73.0,True
No Risk,15.0,False,10-0001952,10.1883344562264,Hyderabad East,2.1883344562263995,7.0,True
No Risk,1400.0,False,10-0001953,534.1611878312713,Hyderabad East,144.16118783127126,1010.0,True
No Risk,0.0,False,10-0001955,0.0,Hyderabad East,0.0,30.0,False
No Risk,0.0,False,10-0001956,0.0,Hyderabad East,0.0,145.0,False
No Risk,250.0,False,10-0001958,82.91301577699852,Hyderabad East,42.913015776998506,210.0,True
No Risk,243.0,False,10-0001959,0.0,Hyderabad East,52.69253486756193,378.0,False
No Risk,279.0,False,10-0001960,147.4596489286444,Hyderabad East,36.45964892864439,168.0,True
No Risk,125.0,False,10-0001961,37.64657969027317,Hyderabad East,16.646579690273178,104.0,True
No Risk,0.0,False,10-0001965,0.0,Hyderabad East,0.0,270.0,False
No Risk,0.0,False,10-0001968,0.0,Hyderabad East,0.0,40.0,False
No Risk,970.0,False,10-0001969,299.9077475513527,Hyderabad East,170.90774755135274,841.0,True
6+ Months,0.0,True,10-0001971,0.0,Hyderabad East,0.0,14.0,False
No Risk,107.0,False,10-0001972,0.0,Hyderabad East,27.003780718205427,178.0,False
No Risk,138.0,False,10-0001973,0.0,Hyderabad East,21.04606349086542,166.0,False
No Risk,0.0,False,10-0001974,0.0,Hyderabad East,0.0,89.0,False
No Risk,133.0,False,10-0001976,182.0184525694936,Hyderabad East,49.018452569493576,0.0,True
No Risk,45.0,False,10-0001977,0.0,Hyderabad East,23.94344779491233,406.0,False
No Risk,1276.0,False,10-0001978,904.9874346427436,Hyderabad East,136.98743464274378,508.0,True
No Risk,0.0,False,10-0001979,0.0,Hyderabad East,0.0,1.0,False
No Risk,1355.0,False,10-0001981,905.2414239959526,Hyderabad East,305.24142399595263,755.0,True
No Risk,0.0,False,10-0001982,0.0,Hyderabad East,0.0,390.0,False
No Risk,79.0,False,10-0001983,0.0,Hyderabad East,35.129096257179086,274.0,False
No Risk,697.0,False,10-0001984,390.504858272716,Hyderabad East,62.50485827271595,369.0,True
No Risk,26.0,False,10-0001986,0.0,Hyderabad East,10.712788906435437,71.0,False
No Risk,0.0,False,10-0001987,0.0,Hyderabad East,0.0,0.0,False
No Risk,260.0,False,10-0001988,0.0,Hyderabad East,85.41429577697707,562.0,False
No Risk,396.0,False,10-0001989,274.72642211081444,Hyderabad East,68.72642211081445,190.0,True
No Risk,465.0,False,10-0001992,156.3604927050228,Hyderabad East,76.36049270502284,385.0,True
No Risk,172.0,False,10-0001993,0.0,Hyderabad East,22.14716165179568,202.0,False
No Risk,0.0,False,10-0001999,0.0,Hyderabad East,0.0,0.0,False
No Risk,350.0,False,10-0002000,246.36168340970528,Hyderabad East,62.36168340970525,166.0,True
No Risk,0.0,False,10-0002002,0.0,Hyderabad East,13.529071262683525,193.0,False
No Risk,178.0,False,10-0002003,122.68065927619624,Hyderabad East,24.68065927619626,80.0,True
No Risk,207.0,False,10-0002005,0.0,Hyderabad East,44.46420513695863,265.0,False
No Risk,0.0,False,10-0002007,0.0,Hyderabad East,0.0,40.0,False
No Risk,18.5,False,10-0002008,0.0,Hyderabad East,5.577302904837398,44.0,False
No Risk,0.0,False,10-0002009,0.0,Hyderabad East,0.0,332.0,False
<3 Months,5760.0,False,10-0002011,1804.6986066821848,Hyderabad East,330.69860668218496,4286.0,True
No Risk,34.0,False,10-0002012,15.388877434122987,Hyderabad East,5.388877434122992,24.0,True
No Risk,35.0,False,10-0002013,21.140624256168294,Hyderabad East,4.140624256168293,18.0,True
No Risk,0.0,False,10-0002015,0.0,Hyderabad East,0.0,143.0,False
No Risk,0.0,False,10-0002016,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002019,0.0,Hyderabad East,0.0,0.0,False
No Risk,125.0,False,10-0002021,0.0,Hyderabad East,18.34396358478723,154.0,False
No Risk,94.0,False,10-0002023,37.910358682453506,Hyderabad East,16.91035868245351,73.0,True
No Risk,127.0,False,10-0002024,116.5249955908287,Hyderabad East,42.524995590828695,53.0,True
No Risk,0.0,False,10-0002025,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002027,0.0,Hyderabad East,0.0,109.0,False
No Risk,20.0,False,10-0002028,0.0,Hyderabad East,12.060319551832269,103.0,False
No Risk,228.0,False,10-0002031,108.80550187109552,Hyderabad East,24.80550187109551,144.0,True
No Risk,0.0,False,10-0002032,0.0,Hyderabad East,0.0,40.0,False
No Risk,0.0,False,10-0002033,0.0,Hyderabad East,0.0,20.0,False
No Risk,410.0,False,10-0002036,136.77862640596112,Hyderabad East,72.77862640596112,346.0,True
No Risk,472.0,False,10-0002038,329.2104543701446,Hyderabad East,137.21045437014462,280.0,True
No Risk,134.0,False,10-0002039,0.0,Hyderabad East,56.72860491308256,191.0,False
<3 Months,700.0,False,10-0002040,378.01719540012505,Hyderabad East,288.0171954001251,610.0,True
No Risk,577.0,False,10-0002041,522.4773427524252,Hyderabad East,58.477342752425194,113.0,True
No Risk,82.0,False,10-0002042,0.0,Hyderabad East,17.147302994931884,238.0,False
No Risk,254.0,False,10-0002043,74.7043157704748,Hyderabad East,26.70431577047483,206.0,True
No Risk,0.0,False,10-0002045,0.0,Hyderabad East,0.0,2.0,False
No Risk,62.0,False,10-0002046,0.0,Hyderabad East,17.141398942102352,132.0,False
No Risk,0.0,False,10-0002048,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002051,0.0,Hyderabad East,0.0,60.0,False
No Risk,173.0,False,10-0002054,0.0,Hyderabad East,33.63392089268488,227.0,False
No Risk,0.0,False,10-0002057,0.0,Hyderabad East,0.0,4.0,False
No Risk,1830.0,False,10-0002059,158.98519504821502,Hyderabad East,159.98519504821496,1831.0,True
No Risk,0.0,False,10-0002061,0.0,Hyderabad East,0.0,0.0,False
<3 Months,508.0,False,10-0002062,208.3034386948648,Hyderabad East,37.30343869486482,337.0,True
No Risk,275.0,False,10-0002063,0.0,Hyderabad East,72.6239864221605,425.0,False
No Risk,1095.0,False,10-0002064,577.0912135879307,Hyderabad East,119.0912135879308,637.0,True
No Risk,0.0,False,10-0002065,0.0,Hyderabad East,0.0,0.0,False
No Risk,37.0,False,10-0002066,0.0,Hyderabad East,78.05273217511352,333.0,False
No Risk,28.0,False,10-0002067,14.47146375878993,Hyderabad East,11.471463758789929,25.0,True
No Risk,6.800000000000001,False,10-0002068,0.0,Hyderabad East,1.7102462710651665,14.0,False
<3 Months,3240.0,False,10-0002069,2427.3406399706573,Hyderabad East,187.34063997065715,1000.0,True
No Risk,106.0,False,10-0002070,15.354073000097005,Hyderabad East,15.354073000096998,106.0,True
No Risk,156.0,False,10-0002071,117.70184236728208,Hyderabad East,16.701842367282072,55.0,True
No Risk,0.0,False,10-0002074,0.0,Hyderabad East,0.0,0.0,False
No Risk,265.0,False,10-0002077,91.8934699509674,Hyderabad East,48.893469950967415,222.0,True
No Risk,30.0,False,10-0002088,29.24378203208333,Hyderabad East,5.243782032083332,6.0,True
No Risk,0.0,False,10-0002089,0.0,Hyderabad East,0.0,70.0,False
No Risk,0.0,False,10-0002090,0.0,Hyderabad East,0.0,80.0,False
No Risk,0.0,False,10-0002091,0.0,Hyderabad East,0.0,90.0,False
No Risk,80.0,False,10-0002092,136.54724842087032,Hyderabad East,67.54724842087032,11.0,True
No Risk,120.0,False,10-0002094,92.09772328681844,Hyderabad East,92.09772328681846,120.0,True
No Risk,4.5,False,10-0002095,0.0,Hyderabad East,5.160584716423577,14.0,False
No Risk,4470.0,False,10-0002096,2856.971056547811,Hyderabad East,491.9710565478108,2105.0,True
No Risk,127.0,False,10-0002098,0.0,Hyderabad East,23.093199548451818,168.0,False
No Risk,0.0,False,10-0002099,0.0,Hyderabad East,0.0,0.0,False
No Risk,210.0,False,10-0002100,59.44465430724853,Hyderabad East,77.44465430724854,228.0,True
<3 Months,1185.0,False,10-0002101,634.860483793032,Hyderabad East,167.86048379303202,718.0,True
No Risk,230.0,False,10-0002105,31.498975427636992,Hyderabad East,32.498975427637006,231.0,True
No Risk,1134.0,False,10-0002107,683.753902361017,Hyderabad East,163.75390236101714,614.0,True
No Risk,425.0,False,10-0002109,155.8623564716599,Hyderabad East,65.8623564716599,335.0,True
No Risk,500.0,False,10-0002111,167.55764965645403,Hyderabad East,224.5576496564541,557.0,True
No Risk,0.0,False,10-0002115,0.0,Hyderabad East,0.0,150.0,False
No Risk,0.0,False,10-0002116,0.0,Hyderabad East,0.0,166.0,False
No Risk,805.0,False,10-0002124,0.0,Hyderabad East,307.2742971866317,1167.0,False
No Risk,0.0,False,10-0002125,0.0,Hyderabad East,0.0,52.0,False
No Risk,0.0,False,10-0002126,0.0,Hyderabad East,0.0,33.0,False
No Risk,280.0,False,10-0002127,0.0,Hyderabad East,92.23133300815694,548.0,False
No Risk,263.0,False,10-0002128,165.32529579007337,Hyderabad East,82.3252957900734,180.0,True
<3 Months,2259.0,False,10-0002130,952.378813818002,Hyderabad East,135.37881381800193,1442.0,True
<3 Months,9386.0,False,10-0002131,6696.30857762909,Hyderabad East,348.3085776290902,3038.0,True
No Risk,56.0,False,10-0002133,0.0,Hyderabad East,11.62380266786814,83.0,False
No Risk,97.0,False,10-0002134,0.0,Hyderabad East,28.62021105389041,213.0,False
No Risk,120.0,False,10-0002135,0.0,Hyderabad East,24.503529180664817,276.0,False
No Risk,0.0,False,10-0002137,0.0,Hyderabad East,0.0,0.0,False
<3 Months,310.0,False,10-0002138,167.281716323428,Hyderabad East,183.281716323428,326.0,True
No Risk,165.0,False,10-0002139,0.0,Hyderabad East,52.1167389690609,871.0,False
No Risk,54.0,False,10-0002140,0.0,Hyderabad East,36.263346879777615,241.0,False
<3 Months,1201.0,False,10-0002141,571.8567189899788,Hyderabad East,148.85671898997887,778.0,True
No Risk,0.0,False,10-0002143,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002144,0.0,Hyderabad East,0.0,240.0,False
No Risk,0.0,False,10-0002145,0.0,Hyderabad East,0.0,190.0,False
No Risk,4470.0,False,10-0002147,2608.1247579465717,Hyderabad East,342.12475794657126,2204.0,True
No Risk,570.0,False,10-0002148,0.4276010780203023,Hyderabad East,180.42760107802027,750.0,True
No Risk,3405.0,False,10-0002149,2370.858075171447,Hyderabad East,413.85807517144735,1448.0,True
No Risk,1055.0,False,10-0002150,571.949679216932,Hyderabad East,189.94967921693203,673.0,True
3+ Months,0.0,True,10-0002151,0.0,Hyderabad East,0.0,45.0,False
<3 Months,263.0,False,10-0002154,311.75058124582245,Hyderabad East,126.75058124582247,78.0,True
No Risk,0.0,False,10-0002155,0.0,Hyderabad East,0.0,0.0,False
No Risk,5278.0,False,10-0002156,4528.712934027469,Hyderabad East,574.7129340274686,1324.0,True
No Risk,314.0,False,10-0002157,0.0,Hyderabad East,78.66560496078418,677.0,False
No Risk,0.0,False,10-0002159,0.0,Hyderabad East,0.0,105.0,False
No Risk,98.0,False,10-0002160,0.0,Hyderabad East,25.92438152960081,278.0,False
No Risk,0.0,False,10-0002165,0.0,Hyderabad East,0.0,125.0,False
No Risk,0.0,False,10-0002166,0.0,Hyderabad East,0.0,48.0,False
No Risk,0.0,False,10-0002167,0.0,Hyderabad East,0.0,40.0,False
No Risk,0.0,False,10-0002168,0.0,Hyderabad East,0.0,7.0,False
No Risk,0.0,False,10-0002169,0.0,Hyderabad East,0.0,28.0,False
No Risk,0.0,False,10-0002172,0.0,Hyderabad East,0.0,18.0,False
No Risk,10.0,False,10-0002177,4.9001405300124965,Hyderabad East,3.900140530012496,9.0,True
No Risk,140.0,False,10-0002179,0.0,Hyderabad East,34.71380572182065,240.0,False
No Risk,72.0,False,10-0002180,0.0,Hyderabad East,22.61193184003661,192.0,False
<3 Months,223.0,False,10-0002183,89.6429949229464,Hyderabad East,36.642994922946414,170.0,True
No Risk,0.0,False,10-0002184,0.0,Hyderabad East,0.0,0.0,False
<3 Months,440.0,False,10-0002186,0.0,Hyderabad East,59.36826075114029,710.0,False
No Risk,0.0,False,10-0002187,0.0,Hyderabad East,0.0,225.0,False
No Risk,265.0,False,10-0002188,0.0,Hyderabad East,83.46506316555909,377.0,False
No Risk,39.0,False,10-0002189,19.012947005820894,Hyderabad East,19.012947005820894,39.0,True
No Risk,0.0,False,10-0002190,0.0,Hyderabad East,0.0,396.0,False
No Risk,95.0,False,10-0002191,123.39197645327069,Hyderabad East,28.39197645327068,0.0,True
No Risk,28.0,False,10-0002192,0.0,Hyderabad East,14.191623341849338,57.0,False
No Risk,0.0,False,10-0002194,0.0,Hyderabad East,0.0,1.0,False
<3 Months,854.0,False,10-0002196,635.7385789710638,Hyderabad East,66.73857897106382,285.0,True
<3 Months,215.0,False,10-0002197,96.59355516097456,Hyderabad East,19.593555160974585,138.0,True
No Risk,0.0,False,10-0002199,0.0,Hyderabad East,0.0,30.0,False
No Risk,345.0,False,10-0002200,80.5835513372993,Hyderabad East,57.5835513372993,322.0,True
No Risk,390.0,False,10-0002201,0.0,Hyderabad East,82.7059928300241,525.0,False
No Risk,534.0,False,10-0002202,235.42510870727577,Hyderabad East,71.42510870727573,370.0,True
No Risk,4090.0,False,10-0002203,1916.93585367172,Hyderabad East,361.9358536717203,2535.0,True
No Risk,0.0,False,10-0002207,0.0,Hyderabad East,0.0,101.0,False
No Risk,108.0,False,10-0002208,0.0,Hyderabad East,21.11444638520854,380.0,False
No Risk,199.5,False,10-0002209,0.0,Hyderabad East,150.03432991767636,403.0,False
No Risk,435.0,False,10-0002210,0.0,Hyderabad East,89.1891149791791,705.0,False
No Risk,80.0,False,10-0002211,0.0,Hyderabad East,38.52588964679366,347.0,False
No Risk,196.0,False,10-0002214,0.0,Hyderabad East,31.95582648209628,280.0,False
No Risk,91.0,False,10-0002215,90.7415150032057,Hyderabad East,18.741515003205706,19.0,True
No Risk,0.0,False,10-0002217,0.0,Hyderabad East,0.0,70.0,False
No Risk,80.0,False,10-0002218,0.0,Hyderabad East,14.064390385760662,119.0,False
No Risk,0.0,False,10-0002219,0.0,Hyderabad East,0.0,30.0,False
No Risk,0.0,False,10-0002222,0.0,Hyderabad East,0.0,3.0,False
No Risk,91.0,False,10-0002227,0.0,Hyderabad East,27.72722662211001,130.0,False
No Risk,0.0,False,10-0002228,0.0,Hyderabad East,0.0,0.0,False
No Risk,130.0,False,10-0002229,0.0,Hyderabad East,84.86083630545681,380.0,False
No Risk,1495.0,False,10-0002230,533.8018057012532,Hyderabad East,142.8018057012532,1104.0,True
No Risk,1410.0,False,10-0002231,683.0820205803595,Hyderabad East,158.08202058035957,885.0,True
No Risk,1210.0,False,10-0002232,136.942821762251,Hyderabad East,217.94282176225096,1291.0,True
No Risk,70.0,False,10-0002235,0.0,Hyderabad East,11.40830669023504,303.0,False
No Risk,660.0,False,10-0002236,491.458910197809,Hyderabad East,130.45891019780902,299.0,True
3+ Months,0.0,True,10-0002237,0.0,Hyderabad East,0.0,0.0,False
No Risk,4.0,False,10-0002243,0.0,Hyderabad East,1.1659780476888524,14.0,False
No Risk,1665.0,False,10-0002245,1477.0487790076309,Hyderabad East,433.0487790076309,621.0,True
No Risk,1460.0,False,10-0002246,1442.755236051179,Hyderabad East,277.75523605117894,295.0,True
No Risk,199.0,False,10-0002249,0.0,Hyderabad East,65.97355239324781,320.0,False
No Risk,7420.0,False,10-0002251,5976.277957700053,Hyderabad East,813.277957700053,2257.0,True
No Risk,728.0,False,10-0002254,274.87392791917466,Hyderabad East,139.87392791917463,593.0,True
No Risk,3215.0,False,10-0002255,2502.733946029818,Hyderabad East,294.733946029818,1007.0,True
No Risk,113.0,False,10-0002257,23.4143159842489,Hyderabad East,16.41431598424891,106.0,True
No Risk,75.0,False,10-0002258,0.0,Hyderabad East,23.693595775424857,99.0,False
No Risk,0.0,False,10-0002260,0.0,Hyderabad East,0.0,120.0,False
No Risk,0.0,False,10-0002263,0.0,Hyderabad East,0.0,6.0,False
No Risk,280.0,False,10-0002264,7.965172552262629,Hyderabad East,37.96517255226264,310.0,True
No Risk,0.0,False,10-0002265,0.0,Hyderabad East,0.0,12.0,False
No Risk,41.0,False,10-0002266,26.271892426962104,Hyderabad East,6.271892426962106,21.0,True
No Risk,144.0,False,10-0002267,0.0,Hyderabad East,45.18332593233584,230.0,False
No Risk,0.0,False,10-0002268,0.0,Hyderabad East,0.0,120.0,False
No Risk,160.0,False,10-0002271,0.0,Hyderabad East,35.45516887563787,256.0,False
No Risk,595.0,False,10-0002272,325.7997561770485,Hyderabad East,167.7997561770485,437.0,True
No Risk,490.0,False,10-0002274,0.0,Hyderabad East,63.73468141745603,590.0,False
<3 Months,331.0,False,10-0002275,208.13082848571057,Hyderabad East,49.13082848571055,172.0,True
No Risk,63.0,False,10-0002277,0.0,Hyderabad East,16.946441083148265,92.0,False
No Risk,0.0,False,10-0002278,0.0,Hyderabad East,0.0,108.0,False
No Risk,1050.0,False,10-0002279,553.6009076182784,Hyderabad East,192.6009076182784,689.0,True
No Risk,99.0,False,10-0002281,0.0,Hyderabad East,46.11613954921939,261.0,False
No Risk,0.0,False,10-0002287,0.0,Hyderabad East,0.0,80.0,False
No Risk,0.0,False,10-0002291,0.0,Hyderabad East,0.0,14.0,False
No Risk,0.0,False,10-0002292,0.0,Hyderabad East,0.0,118.0,False
No Risk,490.0,False,10-0002296,217.88992437776176,Hyderabad East,102.88992437776176,375.0,True
No Risk,3615.0,False,10-0002297,1840.5390014687712,Hyderabad East,300.5390014687714,2075.0,True
No Risk,0.0,False,10-0002299,0.0,Hyderabad East,0.0,60.0,False
No Risk,145.0,False,10-0002300,0.0,Hyderabad East,35.4763282398928,257.0,False
No Risk,453.0,False,10-0002301,46.04716182470918,Hyderabad East,45.04716182470921,452.0,True
<3 Months,60.0,False,10-0002305,0.0,Hyderabad East,80.02925246433331,320.0,False
No Risk,2630.0,False,10-0002306,1658.6448715142717,Hyderabad East,446.6448715142714,1418.0,True
No Risk,80.0,False,10-0002307,0.0,Hyderabad East,19.855451198794057,135.0,False
No Risk,0.0,False,10-0002310,0.0,Hyderabad East,0.0,129.0,False
No Risk,0.0,False,10-0002311,0.0,Hyderabad East,0.0,0.0,False
No Risk,393.0,False,10-0002312,0.0,Hyderabad East,50.926646342482705,445.0,False
No Risk,930.0,False,10-0002314,393.39107839868984,Hyderabad East,202.39107839868984,739.0,True
No Risk,350.0,False,10-0002315,0.0,Hyderabad East,70.5963412922097,470.0,False
No Risk,0.0,False,10-0002317,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002318,0.0,Hyderabad East,0.0,35.0,False
No Risk,0.0,False,10-0002319,0.0,Hyderabad East,0.0,180.0,False
No Risk,430.0,False,10-0002320,354.36123456716814,Hyderabad East,100.36123456716818,176.0,True
No Risk,23.5,False,10-0002321,45.79042912931985,Hyderabad East,22.290429129319847,0.0,True
No Risk,1139.0,False,10-0002322,302.02664846629955,Hyderabad East,66.02664846629963,903.0,True
No Risk,0.0,False,10-0002324,0.0,Hyderabad East,0.0,354.0,False
No Risk,11.0,False,10-0002326,0.0,Hyderabad East,1.7743525363007553,28.0,False
No Risk,18.0,False,10-0002327,0.0,Hyderabad East,2.8098487503778564,38.0,False
No Risk,25.8,False,10-0002328,0.0,Hyderabad East,2.4785231334560756,30.0,False
No Risk,12.0,False,10-0002329,0.0,Hyderabad East,2.3349477016050635,27.0,False
No Risk,15.5,False,10-0002330,0.0,Hyderabad East,3.0823411432021803,34.0,False
No Risk,275.0,False,10-0002332,271.03724595957084,Hyderabad East,86.03724595957085,90.0,True
No Risk,0.0,False,10-0002333,0.0,Hyderabad East,0.0,290.0,False
No Risk,941.0,False,10-0002335,311.4339231726135,Hyderabad East,96.43392317261358,726.0,True
No Risk,138.0,False,10-0002336,0.0,Hyderabad East,35.78246454942377,264.0,False
No Risk,330.0,False,10-0002337,0.0,Hyderabad East,200.91322394927693,562.0,False
No Risk,148.0,False,10-0002338,0.0,Hyderabad East,45.11753880357735,599.0,False
No Risk,0.0,False,10-0002339,0.0,Hyderabad East,0.0,0.0,False
No Risk,145.0,False,10-0002341,2.3801721819463637,Hyderabad East,28.380172181946374,171.0,True
No Risk,625.0,False,10-0002343,245.79945939937,Hyderabad East,153.79945939937,533.0,True
No Risk,275.0,False,10-0002344,0.0,Hyderabad East,81.40950438275713,713.0,False
No Risk,124.5,False,10-0002346,0.0,Hyderabad East,29.471008244087557,286.0,False
No Risk,29.5,False,10-0002349,0.0,Hyderabad East,13.737725290376355,70.0,False
No Risk,0.0,False,10-0002353,0.0,Hyderabad East,0.0,210.0,False
No Risk,80.0,False,10-0002354,0.0,Hyderabad East,100.1526615491801,885.0,False
No Risk,650.0,False,10-0002355,493.16978895382056,Hyderabad East,233.1697889538206,390.0,True
No Risk,0.0,False,10-0002356,0.0,Hyderabad East,0.0,210.0,False
No Risk,0.0,False,10-0002357,0.0,Hyderabad East,0.0,30.0,False
3+ Months,0.0,True,10-0002358,0.0,Hyderabad East,0.0,250.0,False
No Risk,348.0,False,10-0002360,0.0,Hyderabad East,55.84276432021499,1137.0,False
No Risk,0.0,False,10-0002361,0.0,Hyderabad East,0.0,29.0,False
No Risk,46.2,False,10-0002362,13.52003118499468,Hyderabad East,13.320031184994678,46.0,True
No Risk,0.0,False,10-0002365,6.523401661002428,Hyderabad East,6.523401661002428,0.0,True
No Risk,0.0,False,10-0002367,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002369,0.0,Hyderabad East,0.0,30.0,False
No Risk,0.0,False,10-0002372,0.0,Hyderabad East,0.0,15.0,False
No Risk,0.0,False,10-0002373,0.0,Hyderabad East,0.0,45.0,False
No Risk,0.0,False,10-0002374,0.0,Hyderabad East,0.0,45.0,False
No Risk,0.0,False,10-0002376,0.0,Hyderabad East,0.0,15.0,False
No Risk,0.0,False,10-0002377,0.0,Hyderabad East,0.0,10.0,False
No Risk,0.0,False,10-0002379,0.0,Hyderabad East,0.0,70.0,False
No Risk,0.0,False,10-0002380,0.0,Hyderabad East,0.0,25.0,False
No Risk,37.0,False,10-0002381,5.736111409829661,Hyderabad East,9.736111409829665,41.0,True
No Risk,2000.0,False,10-0002384,1750.6650865025797,Hyderabad East,183.66508650257944,433.0,True
No Risk,34.0,False,10-0002386,0.0,Hyderabad East,15.56546575396737,108.0,False
No Risk,339.0,False,10-0002387,132.57597798435893,Hyderabad East,45.57597798435892,252.0,True
No Risk,906.0,False,10-0002391,586.4961811043094,Hyderabad East,104.49618110430934,424.0,True
<3 Months,159.0,False,10-0002392,135.69188991834432,Hyderabad East,29.691889918344312,53.0,True
No Risk,287.0,False,10-0002393,82.26176869130109,Hyderabad East,39.26176869130109,244.0,True
No Risk,0.0,False,10-0002394,0.0,Hyderabad East,0.0,98.0,False
No Risk,140.0,False,10-0002396,81.43939260818735,Hyderabad East,44.43939260818734,103.0,True
<3 Months,183.0,False,10-0002399,53.75616668889674,Hyderabad East,9.756166688896744,139.0,True
No Risk,0.0,False,10-0002400,0.0,Hyderabad East,0.0,0.0,False
<3 Months,136.0,False,10-0002403,0.0,Hyderabad East,6.557555829845329,15635.0,False
<3 Months,31.0,False,10-0002410,0.0,Hyderabad East,5.395997448251664,2566.0,False
<3 Months,229.0,False,10-0002414,0.0,Hyderabad East,11.520043569629149,4461.0,False
<3 Months,87.3,False,10-0002416,0.0,Hyderabad East,7.175664000366365,9031.0,False
<3 Months,291.0,False,10-0002419,0.0,Hyderabad East,16.023504370383286,23554.0,False
3+ Months,0.0,True,10-0002421,0.0,Hyderabad East,0.0,3491.0,False
1+ Year,0.0,True,10-0002424,0.0,Hyderabad East,0.0,1.0,False
<3 Months,255.0,False,10-0002425,0.0,Hyderabad East,13.039310387616952,17473.0,False
3+ Months,0.0,True,10-0002426,0.0,Hyderabad East,0.0,7.0,False
<3 Months,112.0,False,10-0002433,0.0,Hyderabad East,6.919616763509824,9391.0,False
No Risk,0.0,False,10-0002932,0.0,Hyderabad East,0.0,1.0,False
No Risk,11.0,False,10-0002937,4.9001405300124965,Hyderabad East,3.900140530012496,10.0,True
No Risk,0.0,False,10-0002978,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0002982,0.0,Hyderabad East,0.0,3.0,False
No Risk,24.0,False,10-0002986,27.257417570832644,Hyderabad East,3.257417570832642,0.0,True
No Risk,13.0,False,10-0002989,17.59511498558733,Hyderabad East,4.595114985587328,0.0,True
No Risk,0.0,False,10-0002997,0.0,Hyderabad East,0.0,2.0,False
3+ Months,0.0,True,10-0002999,0.0,Hyderabad East,0.0,275.0,False
1+ Year,0.0,True,10-0003003,0.0,Hyderabad East,0.0,858.0,False
No Risk,0.0,False,10-0003004,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0003011,0.0,Hyderabad East,0.0,4.0,False
No Risk,0.0,False,10-0003032,0.0,Hyderabad East,0.0,330.0,False
No Risk,27.5,False,10-0003035,0.0,Hyderabad East,6.204751591134999,38.0,False
No Risk,103.0,False,10-0003036,48.653051435128205,Hyderabad East,15.653051435128209,70.0,True
No Risk,4.800000000000001,False,10-0003050,0.0,Hyderabad East,2.663167576113365,15.0,False
No Risk,5.0,False,10-0003051,0.0,Hyderabad East,0.9303845358857724,9.0,False
No Risk,0.0,False,10-0003056,0.0,Hyderabad East,0.0,9.0,False
<3 Months,203.0,False,10-0003059,0.0,Hyderabad East,7.463681294209879,9866.0,False
<3 Months,14.0,False,10-0003067,0.8030363405057841,Hyderabad East,5.803036340505784,19.0,True
No Risk,99.0,False,10-0003069,19.944017445665708,Hyderabad East,15.944017445665702,95.0,True
No Risk,466.0,False,10-0003072,351.6222165196742,Hyderabad East,29.622216519674243,144.0,True
No Risk,0.0,False,10-0003073,0.0,Hyderabad East,0.0,6.0,False
No Risk,596.0,False,10-0003074,195.41963568294875,Hyderabad East,55.419635682948766,456.0,True
3+ Months,0.0,True,10-0003077,0.0,Hyderabad East,0.0,3.0,False
No Risk,0.0,False,10-0003079,0.0,Hyderabad East,0.0,0.0,False
No Risk,385.0,False,10-0003080,99.91666284921996,Hyderabad East,174.91666284921996,460.0,True
No Risk,12.8,False,10-0003081,4.053128671578509,Hyderabad East,3.253128671578509,12.0,True
6+ Months,174.0,True,10-0003091,0.0,Hyderabad East,31.817356475309555,11382.0,False
<3 Months,818.0,False,10-0003097,703.198034669713,Hyderabad East,120.19803466971302,235.0,True
No Risk,82.0,False,10-0003102,0.0,Hyderabad East,40.023893104379155,462.0,False
